0.0,17.88854382,12.1655250606,23.0,21.0237960416,31.7647603485,19.2353840617,24.3515913238,2.2360679775,8.0622577483,9.48683298051,27.7308492477,14.4222051019,6.0827625303,
17.88854382,0.0,18.4390889146,21.9317121995,8.60232526704,20.0249843945,11.401754251,28.3019433962,15.6524758425,12.0415945788,8.60232526704,17.4642491966,4.0,12.2065556157,
12.1655250606,18.4390889146,0.0,11.1803398875,25.495097568,23.3452350599,12.0830459736,12.5299640861,11.7046999107,16.4012194669,14.2126704036,19.1049731745,14.5602197786,13.6014705087,
23.0,21.9317121995,11.1803398875,0.0,30.4138126515,15.8113883008,10.8166538264,8.0,22.0907220344,25.2982212813,21.9317121995,12.1655250606,19.2093727123,22.803508502,
21.0237960416,8.60232526704,25.495097568,30.4138126515,0.0,27.6586333719,20.0,36.4005494464,19.0,13.152946438,12.1655250606,25.632011236,11.401754251,15.0,
31.7647603485,20.0249843945,23.3452350599,15.8113883008,27.6586333719,0.0,12.5299640861,23.5372045919,29.9666481275,29.8328677804,25.7099202644,4.24264068712,20.2237484162,28.4604989415,
19.2353840617,11.401754251,12.0830459736,10.8166538264,20.0,12.5299640861,0.0,18.0277563773,17.4642491966,18.0277563773,14.0,8.54400374532,9.48683298051,16.2788205961,
24.3515913238,28.3019433962,12.5299640861,8.0,36.4005494464,23.5372045919,18.0277563773,0.0,24.1660919472,28.8444102037,26.2488094968,20.0997512422,25.0,26.0768096208,
2.2360679775,15.6524758425,11.7046999107,22.0907220344,19.0,29.9666481275,17.4642491966,24.1660919472,0.0,6.32455532034,7.28010988928,26.0,12.2065556157,4.0,
8.0622577483,12.0415945788,16.4012194669,25.2982212813,13.152946438,29.8328677804,18.0277563773,28.8444102037,6.32455532034,0.0,4.12310562562,26.3058928759,9.8488578018,2.82842712475,
9.48683298051,8.60232526704,14.2126704036,21.9317121995,12.1655250606,25.7099202644,14.0,26.2488094968,7.28010988928,4.12310562562,0.0,22.2036033112,5.83095189485,3.60555127546,
27.7308492477,17.4642491966,19.1049731745,12.1655250606,25.632011236,4.24264068712,8.54400374532,20.0997512422,26.0,26.3058928759,22.2036033112,0.0,17.0,24.7386337537,
14.4222051019,4.0,14.5602197786,19.2093727123,11.401754251,20.2237484162,9.48683298051,25.0,12.2065556157,9.8488578018,5.83095189485,17.0,0.0,9.21954445729,
6.0827625303,12.2065556157,13.6014705087,22.803508502,15.0,28.4604989415,16.2788205961,26.0768096208,4.0,2.82842712475,3.60555127546,24.7386337537,9.21954445729,0.0,
