0.0,16.0312195419,26.6833281283,15.1327459504,8.0622577483,31.384709653,13.0,5.09901951359,33.2866339542,17.0,23.8537208838,18.3847763109,17.4928556845,20.3960780544,
16.0312195419,0.0,12.2065556157,19.7989898732,8.0,18.3847763109,5.65685424949,15.5241746963,20.8086520467,16.1245154966,12.6491106407,18.3575597507,8.0622577483,5.0,
26.6833281283,12.2065556157,0.0,31.8904374382,19.3132079158,6.7082039325,17.8044938148,27.3130005675,24.0831891576,27.6586333719,19.9248588452,29.8328677804,18.6010752377,11.6619037897,
15.1327459504,19.7989898732,31.8904374382,0.0,15.2315462117,38.1837661841,14.1421356237,10.0498756211,26.1725046566,6.0,18.1107702763,5.38516480713,14.3178210633,21.0950231097,
8.0622577483,8.0,19.3132079158,15.2315462117,0.0,24.6981780705,5.65685424949,8.0622577483,26.2488094968,14.0,16.9705627485,16.0312195419,10.6301458127,12.3693168769,
31.384709653,18.3847763109,6.7082039325,38.1837661841,24.6981780705,0.0,24.0416305603,32.7566787083,30.0166620396,34.205262753,26.5706605112,36.4005494464,25.2388589282,18.3575597507,
13.0,5.65685424949,17.8044938148,14.1421356237,5.65685424949,24.0416305603,0.0,11.0,20.6155281281,10.7703296143,11.313708499,13.0,5.0,8.0622577483,
5.09901951359,15.5241746963,27.3130005675,10.0498756211,8.0622577483,32.7566787083,11.0,0.0,29.9666481275,12.2065556157,20.6155281281,13.416407865,14.5602197786,19.0262975904,
33.2866339542,20.8086520467,24.0831891576,26.1725046566,26.2488094968,30.0166620396,20.6155281281,29.9666481275,0.0,20.2237484162,9.43398113206,21.0237960416,15.8113883008,16.1245154966,
17.0,16.1245154966,27.6586333719,6.0,14.0,34.205262753,10.7703296143,12.2065556157,20.2237484162,0.0,12.1655250606,2.2360679775,9.21954445729,16.2788205961,
23.8537208838,12.6491106407,19.9248588452,18.1107702763,16.9705627485,26.5706605112,11.313708499,20.6155281281,9.43398113206,12.1655250606,0.0,13.6014705087,6.40312423743,9.0,
18.3847763109,18.3575597507,29.8328677804,5.38516480713,16.0312195419,36.4005494464,13.0,13.416407865,21.0237960416,2.2360679775,13.6014705087,0.0,11.313708499,18.3847763109,
17.4928556845,8.0622577483,18.6010752377,14.3178210633,10.6301458127,25.2388589282,5.0,14.5602197786,15.8113883008,9.21954445729,6.40312423743,11.313708499,0.0,7.07106781187,
20.3960780544,5.0,11.6619037897,21.0950231097,12.3693168769,18.3575597507,8.0622577483,19.0262975904,16.1245154966,16.2788205961,9.0,18.3847763109,7.07106781187,0.0,
